input_ids,labels
"[822, 10, 149, 405, 6597, 3, 23935, 4139, 12, 533, 383, 1076, 7064, 15, 58, 1]","[8026, 53, 3, 23935, 383, 1076, 7064, 15, 19, 359, 21, 6011, 2757, 23322, 120, 3621, 6, 3956, 24893, 6, 3, 27321, 643, 2912, 6, 11, 3, 7312, 964, 1133, 5, 20289, 53, 46, 9289, 866, 13, 387, 1019, 8, 239, 19, 1832, 21, 1879, 533, 11, 168, 18, 9032, 5, 1]"
"[822, 10, 125, 130, 128, 4913, 20203, 11, 12898, 7, 1968, 28, 1076, 6159, 257, 58, 1]","[13466, 15, 7719, 1285, 18543, 2198, 7, 6, 12898, 3827, 7, 6, 11, 183, 76, 7677, 6141, 12, 18807, 15, 1076, 6159, 138, 17294, 42, 1822, 581, 2841, 14780, 5, 1]"
"[822, 10, 149, 103, 6658, 21154, 224, 38, 414, 32, 8180, 32, 7, 159, 11, 4251, 75, 63, 7, 1225, 3, 6194, 651, 12398, 41, 102, 509, 7, 61, 1113, 1076, 6159, 138, 533, 58, 1]","[328, 54, 1137, 22085, 8811, 6, 29106, 75, 1406, 6, 11, 119, 1076, 6159, 138, 3976, 5, 1]"
"[822, 10, 149, 54, 1076, 6159, 138, 1073, 1115, 7285, 8408, 11, 2519, 10493, 485, 58, 1]","[938, 4421, 7285, 26524, 7, 11, 3, 7312, 539, 7478, 81, 1076, 6159, 257, 21, 66, 7285, 7, 5, 1]"
"[822, 10, 125, 1075, 405, 783, 6497, 577, 16, 20266, 643, 1023, 8136, 7, 1341, 12, 1076, 6159, 257, 58, 1]","[3159, 17611, 5405, 13, 1076, 6159, 257, 557, 992, 30, 2841, 26524, 7, 11, 31820, 1523, 7, 6, 12932, 12, 643, 1023, 16, 7, 15, 3663, 2197, 5, 1]"
"[822, 10, 149, 186, 477, 274, 1076, 6159, 257, 54, 3976, 13, 3, 32, 208, 7830, 4093, 6, 224, 38, 1112, 16, 28312, 4035, 1071, 7, 58, 1]","[3, 21828, 7, 13, 3, 32, 208, 7830, 6, 224, 38, 1112, 16, 28312, 4035, 1071, 7, 6, 54, 4093, 300, 204, 12, 220, 477, 274, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 54, 783, 6497, 7, 1113, 1076, 6159, 138, 25852, 58, 1]","[938, 31324, 1014, 2841, 26524, 7, 42, 3, 7312, 31820, 17611, 5405, 13, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 405, 2136, 13, 592, 12, 1076, 6159, 138, 494, 2603, 3567, 31, 592, 12, 1073, 58, 1]","[94, 54, 991, 12, 496, 14101, 15, 15, 159, 51, 11, 2328, 670, 1917, 859, 1076, 6159, 1014, 481, 5, 1]"
"[822, 10, 149, 186, 477, 227, 3, 32, 208, 7830, 405, 1076, 6159, 257, 1086, 4093, 3, 99, 8999, 744, 22, 17, 1837, 58, 1]","[156, 8999, 744, 22, 17, 4093, 6, 1076, 6159, 257, 1086, 3511, 81, 968, 477, 227, 3, 32, 208, 7830, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 138, 25852, 1113, 3955, 9227, 31, 2704, 16, 2100, 58, 1]","[472, 23528, 3825, 1076, 6159, 257, 164, 991, 12, 10960, 10116, 7, 7, 297, 6, 17294, 6, 11, 3, 60, 11525, 17, 663, 12, 2497, 1076, 6159, 138, 533, 807, 539, 120, 5, 1]"
"[822, 10, 125, 33, 8, 3262, 11737, 13, 26139, 1076, 6159, 138, 494, 58, 1]","[328, 4139, 12, 24929, 2670, 11, 10441, 6, 38, 168, 38, 3487, 20, 4788, 1575, 5, 1]"
"[822, 10, 125, 19, 8, 1523, 2510, 21, 284, 3944, 13, 1076, 6159, 138, 4005, 1]","[37, 1523, 2510, 3, 15550, 640, 8, 17258, 13, 8, 1076, 6159, 138, 4005, 5, 3, 2092, 8, 3, 89, 20953, 4866, 3944, 41, 1135, 7, 209, 11590, 201, 731, 12, 8107, 13182, 30277, 8998, 114, 3214, 6, 13771, 6, 11, 5989, 33, 6473, 38, 31121, 1425, 3098, 6, 3, 14762, 827, 1425, 11, 23085, 5, 86, 8, 3, 32, 12388, 6546, 3944, 1]"
"[822, 10, 54, 2353, 7, 4139, 12, 3, 29691, 3, 9, 1465, 11, 13066, 1543, 300, 1076, 6159, 257, 16, 70, 1791, 11, 2597, 58, 1]","[2163, 6, 2353, 7, 54, 991, 57, 677, 6, 1921, 26524, 7, 6, 11, 2519, 22542, 11, 539, 7574, 81, 1076, 6159, 257, 12, 482, 3, 9, 12758, 11, 13066, 1164, 21, 70, 16649, 11, 717, 16, 8, 573, 5, 1]"
"[822, 10, 149, 307, 405, 1076, 6159, 257, 3115, 336, 58, 1]","[3137, 6159, 257, 3115, 336, 7, 21, 81, 220, 12, 489, 477, 6, 2199, 8, 8659, 54, 5215, 45, 568, 12, 568, 5, 1]"
"[822, 10, 149, 103, 6658, 21154, 224, 38, 414, 32, 8180, 32, 7, 159, 11, 4251, 75, 63, 7, 1225, 3, 6194, 651, 12398, 41, 102, 509, 7, 61, 1113, 1076, 6159, 257, 58, 1]","[30393, 21154, 54, 1137, 22085, 1076, 6159, 138, 15164, 6, 5274, 1406, 6, 11, 2437, 19021, 6, 3, 13403, 1742, 31, 1722, 11, 3973, 168, 18, 9032, 5, 1]"
"[822, 10, 125, 19, 8, 11978, 13, 379, 1076, 6159, 138, 494, 16, 3583, 4956, 2231, 58, 1]","[94, 766, 7, 592, 12, 1832, 4471, 383, 15093, 7, 224, 38, 793, 6912, 7, 42, 20386, 24356, 5, 1]"
"[822, 10, 149, 410, 6718, 23, 138, 18, 1498, 3786, 11, 4750, 2603, 592, 12, 1076, 6159, 138, 494, 11, 4640, 21, 19771, 887, 58, 1]","[30709, 18, 1498, 3786, 11, 4750, 557, 18777, 1601, 19771, 887, 6, 3, 17979, 70, 592, 12, 1076, 6159, 138, 494, 6, 20105, 2465, 6, 11, 4640, 364, 6, 11, 7101, 1161, 75, 53, 8378, 2197, 16, 1076, 6159, 138, 533, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 2860, 5281, 1653, 7, 16, 128, 9757, 58, 1]","[94, 164, 36, 1968, 28, 25646, 11, 1702, 46, 359, 2945, 16, 1588, 5239, 5, 1]"
"[822, 10, 149, 186, 477, 274, 1076, 6159, 257, 54, 6748, 9024, 655, 4093, 38, 3, 9, 3, 18018, 13, 6366, 7, 1]","[27206, 9024, 655, 54, 4093, 38, 3, 9, 3, 18018, 13, 3246, 134, 300, 314, 12, 489, 477, 274, 1076, 6159, 257, 1]"
"[822, 10, 125, 1075, 103, 789, 3101, 577, 16, 3, 14198, 1076, 6159, 138, 8408, 16, 2421, 9352, 58, 1]","[3141, 3101, 54, 2519, 592, 12, 339, 42, 3, 31762, 26, 1076, 6159, 138, 494, 6, 370, 1076, 6159, 138, 20105, 1073, 16, 2061, 6, 11, 1172, 30525, 3620, 12, 1115, 1076, 6159, 138, 16, 15, 10073, 63, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 1113, 2779, 2869, 16, 954, 1788, 747, 138, 18804, 58, 1]","[94, 164, 1520, 24981, 11978, 38, 3, 9, 18156, 13, 689, 545, 11, 4810, 5, 1]"
"[822, 10, 149, 186, 477, 274, 1076, 6159, 257, 54, 3, 32, 208, 7830, 4093, 16, 3, 9, 4541, 4005, 58, 1]","[411, 208, 7830, 3115, 6986, 300, 335, 12, 968, 477, 274, 1076, 6159, 257, 4396, 16, 3, 9, 4541, 4005, 5, 1]"
"[822, 10, 125, 33, 128, 13121, 12, 1076, 6159, 138, 8408, 16, 731, 18, 15759, 2597, 58, 1]","[6409, 6, 2136, 13, 5576, 6, 11, 2779, 3808, 32, 32, 7, 5, 1]"
"[822, 10, 54, 5989, 383, 1076, 6159, 257, 991, 12, 387, 7084, 8, 409, 19604, 58, 1]","[465, 6, 34, 31, 7, 3, 9, 28518, 5, 27223, 383, 1076, 6159, 257, 405, 59, 993, 8, 1020, 13, 387, 7084, 8, 409, 19604, 5, 3137, 6159, 138, 2537, 19, 59, 3, 12913, 57, 387, 11, 19, 6966, 441, 8, 643, 5, 1]"
"[822, 10, 149, 186, 477, 405, 8, 3, 18453, 138, 3944, 13, 8, 1076, 6159, 138, 4005, 3115, 336, 58, 1]","[37, 3, 18453, 138, 3944, 1086, 336, 7, 21, 81, 335, 12, 898, 477, 5, 1]"
"[822, 10, 149, 307, 405, 8, 3, 18453, 138, 3944, 3115, 336, 58, 1]","[37, 3, 18453, 138, 3944, 3115, 336, 7, 81, 968, 477, 6, 2199, 165, 2475, 54, 5215, 3300, 859, 1742, 5, 1]"
"[822, 10, 54, 573, 533, 6881, 577, 3, 9, 1075, 16, 4863, 592, 12, 1076, 6159, 138, 4640, 364, 58, 1]","[2163, 6, 79, 370, 3551, 6, 2779, 120, 11766, 124, 11, 164, 462, 13441, 18, 6649, 3051, 42, 339, 364, 12, 731, 18, 15759, 1742, 5, 1]"
"[822, 10, 149, 103, 2779, 18537, 1587, 1076, 6159, 257, 27806, 28, 3, 40, 122, 115, 17, 1824, 1220, 26203, 58, 1]","[328, 164, 2860, 11122, 11, 380, 21, 2399, 2704, 13, 1076, 6159, 257, 441, 30664, 1220, 2597, 5, 1]"
"[822, 10, 125, 1075, 103, 4349, 8203, 11, 1073, 6985, 577, 16, 3, 7312, 9211, 18, 4905, 1076, 6159, 138, 2869, 58, 1]","[328, 54, 3033, 4349, 81, 3262, 1113, 11, 2454, 9284, 13, 5086, 10336, 5, 1]"
"[822, 10, 149, 225, 1076, 6159, 138, 494, 36, 3085, 3, 24830, 13, 58, 1]","[3137, 6159, 138, 494, 225, 36, 3, 24830, 13, 1315, 12, 415, 2670, 758, 5749, 5, 886, 494, 6, 114, 1076, 6159, 138, 12294, 6, 54, 36, 47, 88, 26, 11, 15677, 26, 6, 298, 717, 225, 36, 11972, 11, 3, 24830, 13, 16, 7623, 2701, 7, 5, 1]"
"[822, 10, 149, 54, 2061, 766, 4570, 11, 21377, 21, 1076, 6159, 1014, 481, 58, 1]","[938, 1260, 29864, 12375, 931, 6, 1045, 27381, 2465, 6, 11, 592, 12, 1076, 6159, 138, 494, 5, 1]"
"[822, 10, 125, 33, 128, 4587, 7, 21, 8296, 748, 21, 1076, 6159, 138, 533, 16, 731, 18, 60, 7928, 3803, 58, 1]","[9151, 1628, 560, 13461, 6730, 6, 731, 331, 4742, 6, 11, 14235, 485, 28, 1857, 13864, 12, 766, 17275, 11, 178, 2020, 16, 731, 18, 60, 7928, 3803, 5, 1]"
"[822, 10, 16, 811, 12, 11432, 3149, 6, 125, 119, 4064, 225, 36, 2303, 16, 1076, 6159, 138, 1073, 58, 1]","[2730, 11, 3973, 3149, 6, 20105, 2869, 6, 11, 592, 12, 1076, 6159, 138, 494, 5, 1]"
"[822, 10, 149, 103, 6658, 1406, 1124, 27806, 28, 1076, 6159, 138, 533, 58, 1]","[14077, 224, 38, 3, 20602, 2258, 138, 122, 23, 9, 11, 6658, 29106, 75, 1406, 12398, 54, 3, 31488, 1076, 6159, 138, 3976, 11, 2603, 1879, 168, 18, 9032, 5, 1]"
"[822, 10, 149, 410, 6718, 23, 6835, 4139, 12, 8, 25852, 17, 1707, 13, 1076, 6159, 257, 16, 6718, 1601, 18804, 58, 1]","[30709, 31001, 15, 7, 557, 3, 27486, 19771, 2869, 1341, 12, 1076, 6159, 257, 38, 26322, 42, 3, 15254, 6372, 1601, 6, 12932, 12, 8, 25852, 17, 1707, 13, 1076, 6159, 138, 11393, 11, 2869, 441, 6718, 1601, 18804, 5, 1]"
"[822, 10, 149, 103, 2779, 18537, 1587, 1076, 6159, 257, 2603, 4640, 2869, 16, 128, 2597, 58, 1]","[328, 164, 2860, 592, 12, 1076, 6159, 138, 494, 6, 4640, 3580, 6, 11, 1058, 931, 5, 1]"
"[822, 10, 149, 410, 4913, 20927, 7, 1708, 11, 1368, 251, 81, 1076, 6159, 257, 58, 1]","[11167, 257, 10535, 6, 3, 6836, 45, 1035, 14877, 11, 4761, 22814, 7, 12, 12702, 322, 15, 11, 8759, 10822, 2804, 323, 190, 9298, 5, 1]"
"[822, 10, 149, 54, 6940, 7, 2454, 1076, 31, 7, 9683, 16, 1076, 6159, 138, 533, 6985, 58, 1]","[938, 1260, 1073, 6, 1577, 13066, 3101, 6, 11, 3, 29691, 539, 7478, 81, 1076, 6159, 257, 5, 1]"
"[822, 10, 149, 410, 8, 887, 31, 7, 3, 7, 2999, 4843, 2426, 1115, 1076, 6159, 257, 18, 3897, 2428, 58, 1]","[37, 887, 31, 7, 3, 7, 2999, 4843, 2426, 12566, 8, 174, 21, 1076, 6159, 138, 20105, 2465, 16, 452, 4856, 224, 38, 5492, 53, 6991, 11, 6940, 7, 6, 29945, 53, 21, 887, 31, 7, 2166, 12, 1865, 1076, 6159, 257, 28, 21377, 5, 1]"
"[822, 10, 125, 33, 128, 3058, 6315, 12, 3, 6930, 1076, 6159, 138, 533, 1073, 16, 2061, 58, 1]","[24500, 15, 7, 560, 6076, 7009, 6, 11409, 18, 1361, 6985, 6, 19131, 1438, 6, 11, 3, 20030, 1076, 6159, 138, 533, 139, 1895, 7404, 224, 38, 15651, 42, 533, 1073, 5, 1]"
"[822, 10, 149, 405, 358, 447, 9192, 257, 1113, 592, 12, 1076, 6159, 138, 4640, 364, 58, 1]","[2678, 16837, 257, 3, 390, 30, 2580, 224, 38, 1964, 6, 11655, 485, 6, 7285, 4810, 6, 42, 11881, 13599, 2637, 54, 482, 13121, 12, 592, 53, 124, 5, 1]"
"[822, 10, 149, 54, 2061, 482, 13066, 8258, 21, 1076, 6159, 1014, 481, 58, 1]","[938, 1260, 1076, 6159, 138, 494, 6, 1346, 11, 3, 107, 63, 4044, 2532, 2465, 6, 11, 3452, 1073, 5, 1]"
"[822, 10, 125, 33, 128, 1017, 9735, 7, 42, 28518, 7, 81, 1076, 6159, 257, 58, 1]","[3137, 6159, 138, 1717, 19, 13086, 42, 4840, 1462, 5, 1]"
"[822, 10, 84, 11932, 3, 25399, 383, 3, 32, 208, 7830, 58, 1]","[7545, 3822, 35, 5, 1]"
"[822, 10, 54, 6912, 7, 3, 31488, 2428, 1341, 12, 1076, 6159, 138, 20105, 11, 758, 58, 1]","[2163, 6, 6912, 7, 54, 23773, 592, 12, 1349, 387, 6, 30525, 2465, 6, 11, 1076, 6159, 138, 494, 6, 1374, 12, 1936, 533, 5217, 11, 17294, 21, 1076, 6159, 1014, 1742, 5, 1]"
"[822, 10, 572, 19, 34, 359, 12, 129, 631, 2085, 383, 1076, 7064, 15, 58, 1]","[3, 9349, 631, 2085, 383, 1076, 7064, 15, 19, 1832, 21, 1722, 11, 3973, 533, 5, 1980, 25875, 2085, 4951, 1170, 6, 11932, 9464, 6, 12368, 1681, 6, 6526, 7606, 6, 11, 1879, 168, 18, 9032, 5, 26550, 53, 3, 9, 4700, 2085, 2023, 11, 1577, 3, 9, 8354, 1953, 715, 3860, 54, 2519, 394, 2085, 463, 5, 1]"
"[822, 10, 149, 405, 3, 1931, 29368, 1656, 1742, 28, 1643, 592, 12, 1076, 6159, 138, 4640, 364, 58, 1]","[7338, 29368, 795, 4322, 4577, 7, 28, 4640, 3580, 6, 592, 12, 1076, 6159, 138, 533, 251, 6, 11, 7744, 364, 6, 3, 29297, 20187, 13121, 11, 3094, 6440, 5, 1]"
"[822, 10, 149, 103, 2779, 18537, 1587, 1076, 6159, 257, 2860, 643, 1023, 8136, 7, 58, 1]","[13432, 3808, 32, 32, 7, 11, 26524, 7, 3825, 1076, 6159, 257, 164, 4139, 12, 2841, 643, 1023, 8136, 7, 5, 1]"
"[822, 10, 149, 405, 1076, 6159, 257, 2603, 1742, 31, 2704, 16, 14330, 15, 15926, 58, 1]","[94, 54, 3, 31488, 2428, 1341, 12, 20105, 6, 1455, 6, 11, 21377, 1]"
"[822, 10, 149, 405, 2779, 25852, 3825, 1076, 6159, 257, 1113, 1076, 6159, 138, 8408, 2231, 16, 2421, 9352, 58, 1]","[13432, 25852, 164, 22190, 539, 7574, 81, 1076, 6159, 257, 6, 1374, 12, 1643, 592, 12, 1076, 6159, 138, 494, 6, 22666, 30525, 2465, 6, 11, 2428, 16, 3, 14198, 1076, 6159, 138, 16, 15, 10073, 63, 5, 1]"
"[822, 10, 125, 19, 8, 2329, 1137, 13, 2329, 16633, 904, 127, 52, 88, 9, 58, 1]","[1881, 2319, 7, 757, 7796, 2408, 1618, 2644, 999, 5, 1]"
"[822, 10, 125, 33, 8, 7648, 13, 338, 1076, 6159, 138, 12294, 58, 1]","[3137, 6159, 138, 12294, 33, 3, 28147, 6, 17492, 2609, 6, 583, 18, 8993, 147, 97, 6, 11, 54, 36, 8842, 21, 1200, 8811, 3, 2172, 12, 3, 17, 4624, 106, 7, 42, 17484, 5, 1]"
"[822, 10, 125, 4110, 3, 4672, 1014, 383, 1076, 6159, 257, 58, 1]","[12861, 1014, 383, 1076, 6159, 257, 54, 4093, 788, 12, 27925, 29469, 6, 387, 14344, 6, 11, 1112, 16, 19049, 1425, 16, 8, 643, 5, 1]"
"[822, 10, 84, 3944, 13, 8, 1076, 6159, 138, 4005, 19, 3, 16730, 57, 3, 9, 18787, 16, 3, 40, 107, 41, 18453, 77, 2610, 11932, 61, 58, 1]","[411, 208, 7830, 3944, 5, 1]"
"[822, 10, 149, 405, 8, 1076, 6159, 138, 4005, 2603, 3, 8631, 295, 523, 58, 1]","[1174, 1788, 295, 523, 164, 23460, 342, 1019, 8, 1076, 6159, 138, 4005, 6, 1989, 21, 3575, 11, 824, 15219, 11, 14288, 5, 1]"
"[822, 10, 149, 410, 3472, 6985, 16, 8, 778, 460, 189, 2646, 1115, 1076, 6159, 138, 533, 58, 1]","[19173, 6985, 2937, 30, 1260, 1857, 251, 81, 1076, 6159, 257, 6, 20105, 2869, 6, 11, 27820, 533, 12, 3, 9, 26, 32, 40, 11719, 3567, 6, 557, 190, 496, 18, 390, 1356, 11, 2576, 7656, 7677, 5, 1]"
"[822, 10, 125, 19, 8, 1075, 13, 3, 89, 7, 107, 41, 89, 20953, 2482, 24664, 11932, 61, 16, 8, 1076, 6159, 138, 4005, 58, 1]","[472, 603, 14270, 7, 3, 89, 20953, 2482, 606, 16, 8, 3, 32, 15550, 5, 1]"
